run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,6.673333333333334e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.39500685156539234,6.066633939317264,6.066633939317264,1.8449955662373712e-08,1.8449955662373712e-08,2.7911184474760375e-10,2.7911184474760375e-10,8.488399352831494e-19,8.488399352831494e-19,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,667.3333333333334,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.089166666666667e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4072761416888337,2.9214958485619626,2.9214958485619626,8.884905437337649e-09,8.884905437337649e-09,1.646416336598122e-11,1.646416336598122e-11,5.007110815633231e-20,5.007110815633231e-20,True,brentq,20,1.0,0.5012247810936964,-0.25706688164737446,0.6190124102540797,-0.22952747074471666,2.233218539617509,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,708.9166666666667,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.089166666666667e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.39322270138581805,6.2246163727784465,6.2246163727784465,1.893041466516641e-08,1.893041466516641e-08,3.9857361855411e-10,3.9857361855411e-10,1.2121492188372848e-18,1.2121492188372848e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,708.9166666666667,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.505000000000001e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.40630062608215595,3.0056664890935,3.0056664890935,9.14088669505224e-09,9.14088669505224e-09,1.6723511464533658e-11,1.6723511464533658e-11,5.085984223313271e-20,5.085984223313271e-20,True,brentq,20,1.0,0.5012098545727431,-0.2570629778339291,0.6187129702157566,-0.22937811266951305,2.2392314528029402,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,750.5,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.505000000000001e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3915402799475133,6.377357982363404,6.377357982363404,1.9394935180633546e-08,1.9394935180633546e-08,5.464064756210973e-10,5.464064756210973e-10,1.6617411483340067e-18,1.6617411483340067e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,750.5,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.920833333333333e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.40538046734157646,3.0879294933931547,3.0879294933931547,9.391066415332692e-09,9.391066415332692e-09,1.5728307545259668e-11,1.5728307545259668e-11,4.78332102706161e-20,4.78332102706161e-20,True,brentq,20,1.0,0.501221160967914,-0.2570707791791935,0.6186747630073091,-0.22935935533101381,2.2787512572405983,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,792.0833333333333,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.920833333333333e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.38994860961623584,6.525309297387942,6.525309297387942,1.9844887366589868e-08,1.9844887366589868e-08,7.230900322952039e-10,7.230900322952039e-10,2.1990743415865758e-18,2.1990743415865758e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,792.0833333333333,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.336666666666667e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4044995859906369,3.167411243855739,3.167411243855739,9.632787736689946e-09,9.632787736689946e-09,1.475308764042893e-11,1.475308764042893e-11,4.4867354050318705e-20,4.4867354050318705e-20,True,brentq,20,1.0,0.5011985344479577,-0.2570614559021908,0.6183758681035468,-0.22920381839392032,2.29304607644781,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,833.6666666666666,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.336666666666667e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3884383990682354,6.6688607812658995,6.6688607812658995,2.028145870735455e-08,2.028145870735455e-08,9.27983023757406e-10,9.27983023757406e-10,2.82219857255578e-18,2.82219857255578e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,833.6666666666666,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.7525e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4036723039497067,3.2456113291383355,3.2456113291383355,9.87061123497409e-09,9.87061123497409e-09,1.5496937066927785e-11,1.5496937066927785e-11,4.7129562232922597e-20,4.7129562232922597e-20,True,brentq,20,1.0,0.5012084756303361,-0.2570693973935748,0.6181708417433834,-0.2291146849609241,2.3052705037946026,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,875.25,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.7525e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.38700171466305333,6.808353405636102,6.808353405636102,2.070568617197524e-08,2.070568617197524e-08,1.1592433679652459e-09,1.1592433679652459e-09,3.525511668381058e-18,3.525511668381058e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,875.25,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.168333333333334e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.402879412903801,3.3220498853372167,3.3220498853372167,1.0103077539496813e-08,1.0103077539496813e-08,1.4487078203728743e-11,1.4487078203728743e-11,4.4058361392778566e-20,4.4058361392778566e-20,True,brentq,20,1.0,0.501215951919995,-0.25707327346859143,0.6181539118402759,-0.22910813052292983,2.3456851649004644,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,916.8333333333334,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.168333333333334e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3856317281643427,6.944086953477097,6.944086953477097,2.1118481465809115e-08,2.1118481465809115e-08,1.4141310344939484e-09,1.4141310344939484e-09,4.300680599518132e-18,4.300680599518132e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,916.8333333333334,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.584166666666665e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4021170924389467,3.3961888942251246,3.3961888942251246,1.0328550419600763e-08,1.0328550419600763e-08,8.08242361927114e-14,8.08242361927114e-14,2.4580411297546744e-22,2.4580411297546744e-22,True,brentq,19,1.0,0.5011988132767842,-0.2570657105357165,0.6179193651807798,-0.22898277009457368,2.3531898184005104,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,958.4166666666665,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.584166666666665e-07,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3843225204654915,7.076326619056806,7.076326619056806,2.1520651102407848e-08,2.1520651102407848e-08,1.6891297249799209e-09,1.6891297249799209e-09,5.137011536480519e-18,5.137011536480519e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,958.4166666666665,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4013936924900406,3.469050676644515,3.469050676644515,1.0550138975720328e-08,1.0550138975720328e-08,8.393286066166183e-14,8.393286066166183e-14,2.5525811732067773e-22,2.5525811732067773e-22,True,brentq,19,1.0,0.5012014200988961,-0.2570697436429133,0.6176148257372234,-0.22884581045475436,2.356099331773674,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,1000.0,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,8.516666666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3830689270327883,7.205308312263018,7.205308312263018,2.1912912535142374e-08,2.1912912535142374e-08,1.9801698059040973e-09,1.9801698059040973e-09,6.02212783700829e-18,6.02212783700829e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,1000.0,85.16666666666667,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,1.2675e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5092779210677176,0.211436260152387,0.211436260152387,6.430237367624442e-10,6.430237367624442e-10,-1.7735812818386876e-14,-1.7735812818386876e-14,-5.393847121954798e-23,-5.393847121954798e-23,True,brentq,18,1.0,0.4479767274736975,-0.2166939753984541,0.621343916389124,-0.23051077902958372,3.356409909829315,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,2.0,126.75,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,1.2675e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5782304380486483,0.6442510924022583,0.6442510924022583,1.959307947232957e-09,1.959307947232957e-09,-1.0813572259849025e-13,-1.0813572259849025e-13,-3.288642940083864e-22,-3.288642940083864e-22,True,brentq,14,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,2.0,126.75,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.358333333333333e-08,1e-08,1.2675e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46113767944394046,0.8811379117307998,0.8811379117307998,2.679732379847426e-09,2.679732379847426e-09,3.5534908349177385e-12,3.5534908349177385e-12,1.0806939895612344e-20,1.0806939895612344e-20,True,brentq,12,1.0,0.4987440276733552,-0.2551782912952462,0.6213052700289026,-0.23049374714374546,2.198012581487447,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,43.58333333333333,126.75,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.358333333333333e-08,1e-08,1.2675e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4872782195016298,2.388983608648456,2.388983608648456,7.2654196871917954e-09,7.2654196871917954e-09,8.293716824425701e-10,8.293716824425701e-10,2.5222999972890688e-18,2.5222999972890688e-18,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,43.58333333333333,126.75,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.516666666666667e-08,1e-08,1.2675e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4498998765388218,1.2297941618380142,1.2297941618380142,3.7400720047913235e-09,3.7400720047913235e-09,1.8207657603852567e-14,1.8207657603852567e-14,5.537345402194596e-23,5.537345402194596e-23,True,brentq,18,1.0,0.5001424138867911,-0.2562115366841994,0.621280335132594,-0.23048970611626707,1.9280561171975403,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,85.16666666666667,126.75,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.516666666666667e-08,1e-08,1.2675e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.467504876631393,3.176509722367583,3.176509722367583,9.660458192303009e-09,9.660458192303009e-09,2.6050273049804673e-12,2.6050273049804673e-12,7.922455641286221e-21,7.922455641286221e-21,True,brentq,13,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,85.16666666666667,126.75,,
